Sensor,Vertical Position,Horizontal Position,X,Y,Z
40,1,1,10614,2851,-26899
40,1,2,9863,8138,-24563
40,2,-2,5593,-13877,-23901
40,2,-1,6311,-7334,-29894
40,2,1,6510,3295,-31030
40,2,2,6062,9159,-28379
40,3,-2,2432,-14542,-25148
40,3,-1,2760,-7711,-31180
40,3,1,2900,3471,-31794
40,3,2,2656,9485,-29828
40,4,-2,-389,-14570,-25218
40,4,-1,-337,-7848,-31182
40,4,1,-225,3503,-31839
40,4,2,-365,9367,-30005
40,5,-2,-3154,-14070,-24421
40,5,-1,-3397,-7538,-30354
40,5,1,-3344,3434,-31382
40,5,2,-3391,8898,-29175
40,6,-2,-6122,-12968,-22446
40,6,-1,-6784,-7113,-27942
40,6,1,-6851,3079,-29303
40,6,2,-6777,8039,-26913
40,7,-2,-9126,-10467,-19801
40,7,-1,-10177,-6179,-23178
40,7,1,-10427,2483,-24468
40,7,2,-10353,4620,-23783
40,8,-2,-11596,-6365,-15612
40,8,-1,-12180,-4333,-16079
40,8,1,-12606,336,-17040
40,8,2,-12658,1088,-17230
41,0,-2,-13107,10335,17141
41,0,-1,-14796,4884,21004
41,0,1,-14494,-2876,21019
41,0,2,-13238,-6817,18972
41,1,-2,-10275,13289,23492
41,1,-1,-11460,6375,28738
41,1,1,-11346,-3901,28523
41,1,2,-10395,-8864,25513
41,2,-2,-6383,15008,26958
41,2,-1,-7055,7347,31530
41,2,1,-7121,-4523,31429
41,2,2,-6589,-10069,29037
41,3,-2,-2945,15740,28249
41,3,-1,-3297,7788,32224
41,3,1,-3436,-4810,32183
41,3,2,-3202,-10567,30363
41,4,-2,72,15845,28461
41,4,-1,-30,7877,32334
41,4,1,-205,-4895,32315
41,4,2,-164,-10655,30505
41,5,-2,3123,15392,27858
41,5,-1,3297,7571,31993
41,5,1,3118,-4768,31959
41,5,2,3015,-10316,30006
41,6,-2,6595,14264,26002
41,6,-1,7200,7088,30851
41,6,1,6999,-4336,30822
41,6,2,6678,-9450,27824
41,7,-2,10335,11412,23139
41,7,-1,11334,6172,26246
41,7,1,11090,-3630,26232
41,7,2,10707,-5785,25179
41,8,-2,13355,6491,17965
41,8,-1,13689,4177,17973
41,8,1,13649,-1027,18398
41,8,2,13489,-1922,18496
43,0,-2,11104,-9366,-13091
43,0,-1,13056,-4912,-17459
43,0,1,13358,1376,-18550
43,0,2,12200,6470,-16766
43,1,-2,8893,-12191,-18257
43,1,-1,10193,-6804,-24200
43,1,1,10380,1846,-25923
43,1,2,9488,8253,-23126
43,2,-2,5504,-13911,-21564
43,2,-1,6104,-7947,-27943
43,2,1,6176,2090,-29885
43,2,2,5647,9331,-26613
43,3,-2,2401,-14563,-22902
43,3,-1,2585,-8281,-29321
43,3,1,2562,2289,-31097
43,3,2,2269,9815,-27816
43,4,-2,-380,-14532,-23194
43,4,-1,-475,-8215,-29449
43,4,1,-524,2445,-31110
43,4,2,-656,9953,-27775
43,5,-2,-3146,-13962,-22673
43,5,-1,-3521,-7785,-28684
43,5,1,-3614,2548,-30352
43,5,2,-3567,9799,-26781
43,6,-2,-6203,-12749,-20995
43,6,-1,-6966,-7174,-26456
43,6,1,-7138,2472,-28007
43,6,2,-6823,9025,-24620
43,7,-2,-9515,-9760,-19097
43,7,-1,-10459,-6128,-21834
43,7,1,-10746,2237,-23221
43,7,2,-10303,6241,-21559
43,8,-2,-12055,-5664,-15138
43,8,-1,-12459,-4047,-14821
43,8,1,-12759,1713,-15653
43,8,2,-12670,2620,-15755
45,0,-2,12434,-11594,-14950
45,0,-1,14891,-6310,-19884
45,0,1,15317,1851,-20830
45,0,2,14080,7149,-18492
45,1,-2,9821,-14845,-20921
45,1,-1,11522,-8403,-27923
45,1,1,11970,2897,-29179
45,1,2,11083,9283,-25892
45,2,-2,5990,-16850,-24497
45,2,-1,6878,-9680,-30844
45,2,1,7233,3420,-31630
45,2,2,6767,10543,-29799
45,3,-2,2601,-17659,-25839
45,3,-1,3014,-10037,-31606
45,3,1,3265,3621,-32443
45,3,2,3060,10990,-30597
45,4,-2,-406,-17739,-26145
45,4,-1,-327,-10177,-31689
45,4,1,-130,3711,-32550
45,4,2,-191,10964,-30763
45,5,-2,-3390,-17231,-25562
45,5,-1,-3668,-9724,-31373
45,5,1,-3568,3659,-32197
45,5,2,-3500,10577,-30486
45,6,-2,-6741,-15988,-23833
45,6,-1,-7582,-9109,-30266
45,6,1,-7615,3406,-31098
45,6,2,-7362,9716,-29391
45,7,-2,-10567,-12758,-21863
45,7,-1,-11860,-7931,-25870
45,7,1,-12143,2912,-27426
45,7,2,-11818,6184,-26174
45,8,-2,-13815,-7865,-17593
45,8,-1,-14515,-5391,-17436
45,8,1,-15015,779,-18558
45,8,2,-15004,1728,-18715
47,0,-2,-10835,9544,13772
47,0,-1,-12782,6740,17901
47,0,1,-14146,460,21014
47,0,2,-13772,-5110,20351
47,1,-2,-8521,12380,18473
47,1,-1,-9899,9039,23901
47,1,1,-10905,739,28078
47,1,2,-10606,-6271,27204
47,2,-2,-5453,14124,21082
47,2,-1,-6227,10524,27023
47,2,1,-6851,971,31610
47,2,2,-6654,-6965,30859
47,3,-2,-2618,14934,22146
47,3,-1,-3022,11174,28308
47,3,1,-3365,1158,32379
47,3,2,-3244,-7294,31831
47,4,-2,-1,15108,22361
47,4,-1,-107,11395,28546
47,4,1,-249,1181,32574
47,4,2,-159,-7407,31997
47,5,-2,2736,14728,21844
47,5,-1,2937,11087,28048
47,5,1,3058,1199,32289
47,5,2,3066,-7381,31678
47,6,-2,5873,13536,20194
47,6,-1,6567,10252,26021
47,6,1,7094,1113,31050
47,6,2,7002,-7000,29832
47,7,-2,9523,10279,19048
47,7,-1,10305,8578,21354
47,7,1,11455,890,25739
47,7,2,11266,-4745,25387
47,8,-2,12190,6009,14688
47,8,-1,12637,5018,14882
47,8,1,13683,505,16921
47,8,2,13803,-1114,17379
48,0,-2,-10408,10081,12097
48,0,-1,-12530,6843,16771
48,0,1,-13411,231,19022
48,0,2,-12720,-4910,17688
48,1,-2,-8381,12918,17244
48,1,-1,-9784,8945,23369
48,1,1,-10447,258,26372
48,1,2,-9932,-6306,24497
48,2,-2,-5309,14575,20253
48,2,-1,-5973,10173,26833
48,2,1,-6368,142,30308
48,2,2,-6075,-7161,28096
48,3,-2,-2377,15164,21494
48,3,-1,-2624,10510,28064
48,3,1,-2776,47,31582
48,3,2,-2654,-7504,29287
48,4,-2,254,15019,21716
48,4,-1,355,10347,28090
48,4,1,349,-81,31484
48,4,2,359,-7585,29145
48,5,-2,2900,14318,21103
48,5,-1,3291,9770,27205
48,5,1,3417,-166,30356
48,5,2,3316,-7461,27985
48,6,-2,5617,12969,19426
48,6,-1,6445,8824,24896
48,6,1,6742,-218,27807
48,6,2,6456,-6921,25482
48,7,-2,8676,9857,18065
48,7,-1,9483,7374,20431
48,7,1,10013,-287,22895
48,7,2,9450,-5545,21346
48,8,-2,10849,5957,14449
48,8,-1,11250,4577,14426
48,8,1,11702,-255,15683
48,8,2,11526,-1940,15784
